Country,Year,Attack Type,Target Industry,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Financial Loss (in Million $),Incident Resolution Time (in Ho,Number of Affected Users,Region,Incident Cost Per User ($),Attack Velocity (Per Hour),Financial Loss Score,Resolution Speed Score,User Impact Score,Overal Severity Score,Attack Complexity Score,Vulnerability Complexity Score,Overall Complexity Score,Geopolitical Risk Score
Japan,2022,Phishing,Banking,Nation-state,Zero-day,Antivirus,57.87,69,300335,East Asia,192.68,4353,1,2,2,2,1,3,2,2
USA,2017,Malware,Education,Nation-state,Social Engineering,Antivirus,73.76,69,320603,Northern America,230.07,4646,1,2,2,2,2,1,2,3
Germany,2018,Phishing,Government,Nation-state,Weak Passwords,VPN,95.83,69,267302,Western Europe,358.51,3874,1,2,2,2,1,1,1,2
Russia,2020,Ransomware,Education,Unknown,Weak Passwords,Encryption,47.58,70,227553,Eastern Europe,209.09,3251,1,2,2,2,2,1,2,5
Russia,2019,Ransomware,Banking,Nation-state,Social Engineering,AI-based Detection,194.45,70,398217,Eastern Europe,488.3,5689,2,2,2,2,2,1,2,5
USA,2024,DDoS,Telecommunications,Hacker Group,Unpatched Software,AI-based Detection,127.27,70,384797,Northern America,330.75,5497,1,2,2,2,2,2,2,3
China,2024,Malware,Education,Hacker Group,Zero-day,Firewall,79.83,70,434102,East Asia,183.9,6201,1,2,2,2,2,3,3,4
Germany,2017,Malware,Healthcare,Hacker Group,Weak Passwords,Encryption,141.38,70,319948,Western Europe,441.88,4571,2,2,2,2,2,1,2,2
Brazil,2017,DDoS,Retail,Hacker Group,Zero-day,Encryption,79.38,70,183411,South America,432.8,2620,1,2,1,1,2,3,3,3
Germany,2018,Ransomware,IT,Unknown,Weak Passwords,VPN,58.29,70,227001,Western Europe,256.78,3243,1,2,2,2,2,1,2,2
India,2020,DDoS,Telecommunications,Hacker Group,Weak Passwords,Encryption,66.98,70,299803,South Asia,223.41,4283,1,2,2,2,2,1,2,4
China,2016,DDoS,Education,Hacker Group,Social Engineering,Antivirus,52.01,70,250403,East Asia,207.71,3577,1,2,2,2,2,1,2,4
Australia,2015,DDoS,Healthcare,Hacker Group,Unpatched Software,Encryption,172.88,70,166252,Oceania,1039.87,2375,2,2,1,2,2,2,2,1
UK,2020,Ransomware,Banking,Hacker Group,Zero-day,AI-based Detection,197.92,70,436056,Northern Europe,453.89,6229,2,2,2,2,2,3,3,2
UK,2022,Ransomware,Healthcare,Hacker Group,Zero-day,Antivirus,203.84,70,468253,Northern Europe,435.32,6689,2,2,3,2,2,3,3,2
Germany,2022,DDoS,Telecommunications,Hacker Group,Weak Passwords,Antivirus,99.43,70,253140,Western Europe,392.79,3616,1,2,2,2,2,1,2,2
Australia,2018,DDoS,Telecommunications,Hacker Group,Social Engineering,Firewall,129.26,70,167741,Oceania,770.59,2396,2,2,1,2,2,1,2,1
Australia,2022,Ransomware,Banking,Nation-state,Social Engineering,Antivirus,325.66,70,412052,Oceania,790.34,5886,3,2,2,2,2,1,2,1
UK,2023,DDoS,Telecommunications,Hacker Group,Social Engineering,VPN,106.88,70,277376,Northern Europe,385.33,3963,1,2,2,2,2,1,2,2
China,2024,Ransomware,Government,Nation-state,Social Engineering,VPN,146.53,70,369515,East Asia,396.55,5279,2,2,2,2,2,1,2,4
France,2017,Ransomware,IT,Hacker Group,Weak Passwords,Firewall,173.04,70,301501,Western Europe,573.93,4307,2,2,2,2,2,1,2,2
Australia,2021,Ransomware,Healthcare,Nation-state,Unpatched Software,Antivirus,260.6,70,344979,Oceania,755.41,4928,3,2,2,2,2,2,2,1
UK,2018,Malware,Education,Nation-state,Weak Passwords,AI-based Detection,59.5,71,233001,Northern Europe,255.36,3282,1,2,2,2,2,1,2,2
Australia,2019,DDoS,IT,Hacker Group,Zero-day,Antivirus,150.31,71,209962,Oceania,715.89,2957,2,2,1,2,2,3,3,1
France,2017,Ransomware,Healthcare,Nation-state,Social Engineering,Antivirus,243.88,71,342165,Western Europe,712.76,4819,2,2,2,2,2,1,2,2
Brazil,2015,Ransomware,Healthcare,Insider,Unpatched Software,Firewall,171.94,71,202489,South America,849.13,2852,2,2,1,2,2,2,2,3
India,2021,Malware,Telecommunications,Hacker Group,Zero-day,VPN,78.8,71,339163,South Asia,232.34,4777,1,2,2,2,2,3,3,4
China,2022,DDoS,Banking,Hacker Group,Unpatched Software,VPN,210.32,71,655499,East Asia,320.85,9232,2,2,3,2,2,2,2,4
France,2020,Malware,Telecommunications,Hacker Group,Zero-day,AI-based Detection,87.83,71,262933,Western Europe,334.04,3703,1,2,2,2,2,3,3,2
Australia,2024,Ransomware,Government,Hacker Group,Social Engineering,Antivirus,105.53,71,253060,Oceania,417.02,3564,1,2,2,2,2,1,2,1
UK,2021,DDoS,Banking,Nation-state,Unpatched Software,Firewall,206.62,71,337450,Northern Europe,612.3,4753,2,2,2,2,2,2,2,2
China,2016,DDoS,Telecommunications,Hacker Group,Social Engineering,Antivirus,111.41,71,356513,East Asia,312.5,5021,1,2,2,2,2,1,2,4
UK,2016,Ransomware,Healthcare,Hacker Group,Social Engineering,VPN,245.08,71,397363,Northern Europe,616.77,5597,2,2,2,2,2,1,2,2
UK,2023,DDoS,Healthcare,Hacker Group,Unpatched Software,Firewall,130.72,71,303086,Northern Europe,431.3,4269,2,2,2,2,2,2,2,2
Germany,2021,Ransomware,IT,Insider,Weak Passwords,Antivirus,69.43,71,286331,Western Europe,242.48,4033,1,2,2,2,2,1,2,2
China,2020,DDoS,Healthcare,Nation-state,Social Engineering,Firewall,278.24,71,678760,East Asia,409.92,9560,3,2,3,3,2,1,2,4
Brazil,2019,Ransomware,Banking,Insider,Social Engineering,VPN,203.85,72,287312,South America,709.51,3990,2,2,2,2,2,1,2,3
Germany,2019,Malware,Healthcare,Hacker Group,Weak Passwords,Antivirus,110.07,72,328933,Western Europe,334.63,4569,1,2,2,2,2,1,2,2
France,2018,DDoS,Banking,Nation-state,Zero-day,Antivirus,189.16,72,219479,Western Europe,861.86,3048,2,2,1,2,2,3,3,2
Germany,2021,Ransomware,Healthcare,Unknown,Weak Passwords,Antivirus,103.33,72,295684,Western Europe,349.46,4107,1,2,2,2,2,1,2,2
India,2017,DDoS,Banking,Hacker Group,Weak Passwords,AI-based Detection,194.78,72,393606,South Asia,494.86,5467,2,2,2,2,2,1,2,4
Brazil,2021,Ransomware,Government,Unknown,Social Engineering,Antivirus,80.66,72,195708,South America,412.14,2718,1,2,1,1,2,1,2,3
Germany,2017,Ransomware,IT,Hacker Group,Zero-day,AI-based Detection,172.33,72,308890,Western Europe,557.9,4290,2,2,2,2,2,3,3,2
UK,2018,Malware,Healthcare,Hacker Group,Social Engineering,Firewall,119.31,72,327256,Northern Europe,364.58,4545,1,2,2,2,2,1,2,2
USA,2019,DDoS,Retail,Insider,Social Engineering,VPN,37.05,72,220983,Northern America,167.66,3069,1,3,1,2,2,1,2,3
India,2015,Ransomware,Government,Nation-state,Unpatched Software,VPN,156.79,72,190222,South Asia,824.25,2642,2,3,1,2,2,2,2,4
Russia,2022,DDoS,Education,Nation-state,Unpatched Software,Antivirus,135.21,72,413558,Eastern Europe,326.94,5744,2,3,2,2,2,2,2,5
Japan,2018,Ransomware,Retail,Nation-state,Weak Passwords,AI-based Detection,116.31,72,159632,East Asia,728.61,2217,1,3,1,2,2,1,2,2
UK,2015,DDoS,Government,Nation-state,Unpatched Software,AI-based Detection,180.7,72,207084,Northern Europe,872.59,2876,2,3,1,2,2,2,2,2
Russia,2023,Ransomware,Banking,Hacker Group,Zero-day,Firewall,235.27,72,516874,Eastern Europe,455.18,7179,2,3,3,3,2,3,3,5
Australia,2024,Ransomware,Healthcare,Nation-state,Weak Passwords,Encryption,237.62,72,370860,Oceania,640.73,5151,2,3,2,2,2,1,2,1
Russia,2023,Malware,IT,Nation-state,Unpatched Software,AI-based Detection,50.07,72,361330,Eastern Europe,138.57,5018,1,3,2,2,2,2,2,5
Australia,2015,DDoS,Telecommunications,Nation-state,Unpatched Software,VPN,205.47,72,179744,Oceania,1143.13,2496,2,3,1,2,2,2,2,1
UK,2021,Malware,Banking,Hacker Group,Weak Passwords,VPN,121.66,72,397909,Northern Europe,305.75,5527,1,3,2,2,2,1,2,2
Russia,2023,DDoS,Healthcare,Hacker Group,Weak Passwords,Antivirus,152.4,73,493664,Eastern Europe,308.71,6763,2,3,3,3,2,1,2,5
Australia,2017,DDoS,Banking,Hacker Group,Weak Passwords,Encryption,136.55,73,175576,Oceania,777.73,2405,2,3,1,2,2,1,2,1
India,2021,Malware,Education,Nation-state,Zero-day,Encryption,28.23,73,268640,South Asia,105.08,3680,1,3,2,2,2,3,3,4
France,2024,DDoS,Government,Nation-state,Zero-day,AI-based Detection,137.27,73,229840,Western Europe,597.24,3148,2,3,2,2,2,3,3,2
China,2020,Ransomware,Banking,Hacker Group,Unpatched Software,VPN,211.62,73,400937,East Asia,527.81,5492,2,3,2,2,2,2,2,4
Japan,2018,DDoS,IT,Nation-state,Social Engineering,VPN,160.06,73,268356,East Asia,596.45,3676,2,3,2,2,2,1,2,2
USA,2019,Malware,Healthcare,Nation-state,Weak Passwords,Antivirus,110.97,73,464854,Northern America,238.72,6368,1,3,3,2,2,1,2,3
Russia,2024,DDoS,Government,Hacker Group,Zero-day,AI-based Detection,105.49,73,424551,Eastern Europe,248.47,5816,1,3,2,2,2,3,3,5
Brazil,2015,Ransomware,Banking,Insider,Social Engineering,AI-based Detection,91.18,73,155882,South America,584.93,2135,1,3,1,2,2,1,2,3
France,2022,DDoS,Education,Nation-state,Zero-day,Antivirus,157.58,73,220148,Western Europe,715.79,3016,2,3,1,2,2,3,3,2
Australia,2019,DDoS,Banking,Hacker Group,Weak Passwords,Firewall,152.25,73,206510,Oceania,737.25,2829,2,3,1,2,2,1,2,1
UK,2022,DDoS,Education,Nation-state,Unpatched Software,Firewall,125.88,74,264068,Northern Europe,476.7,3568,1,3,2,2,2,2,2,2
Germany,2022,Ransomware,Education,Nation-state,Zero-day,Antivirus,63.9,74,251817,Western Europe,253.76,3403,1,3,2,2,2,3,3,2
France,2018,Ransomware,Education,Insider,Weak Passwords,AI-based Detection,70.99,74,186854,Western Europe,379.92,2525,1,3,1,2,2,1,2,2
Germany,2015,Ransomware,IT,Insider,Weak Passwords,VPN,137.21,74,249083,Western Europe,550.86,3366,2,3,2,2,2,1,2,2
USA,2018,Ransomware,Healthcare,Unknown,Unpatched Software,Firewall,99.38,74,362786,Northern America,273.94,4903,1,3,2,2,2,2,2,3
Japan,2019,DDoS,Banking,Nation-state,Unpatched Software,Antivirus,264.39,74,347946,East Asia,759.86,4702,3,3,2,3,2,2,2,2
Russia,2016,DDoS,Healthcare,Nation-state,Zero-day,VPN,353.93,74,571210,Eastern Europe,619.61,7719,3,3,3,3,2,3,3,5
India,2015,Ransomware,Banking,Nation-state,Unpatched Software,Encryption,177,74,238224,South Asia,743,3219,2,3,2,2,2,2,2,4
Brazil,2019,DDoS,Telecommunications,Hacker Group,Social Engineering,Firewall,127.57,74,270057,South America,472.38,3649,1,3,2,2,2,1,2,3
Brazil,2023,DDoS,Telecommunications,Hacker Group,Social Engineering,VPN,114.22,74,323381,South America,353.21,4370,1,3,2,2,2,1,2,3
Brazil,2015,Ransomware,Retail,Hacker Group,Weak Passwords,Antivirus,83.22,74,126764,South America,656.5,1713,1,3,1,2,2,1,2,3
Japan,2022,Malware,IT,Nation-state,Unpatched Software,AI-based Detection,87.8,74,333572,East Asia,263.21,4508,1,3,2,2,2,2,2,2
China,2021,Ransomware,Healthcare,Hacker Group,Social Engineering,Firewall,211.46,74,408674,East Asia,517.43,5523,2,3,2,2,2,1,2,4
UK,2020,Ransomware,Banking,Unknown,Social Engineering,VPN,136.97,74,381062,Northern Europe,359.44,5149,2,3,2,2,2,1,2,2
China,2019,Ransomware,Banking,Insider,Weak Passwords,Firewall,97.58,74,290351,East Asia,336.08,3924,1,3,2,2,2,1,2,4
Germany,2018,Malware,Banking,Hacker Group,Social Engineering,Firewall,144.56,74,358628,Western Europe,403.09,4846,2,3,2,2,2,1,2,2
India,2022,DDoS,Banking,Nation-state,Unpatched Software,AI-based Detection,282.65,74,577331,South Asia,489.58,7802,3,3,3,3,2,2,2,4
India,2018,DDoS,Government,Nation-state,Zero-day,Antivirus,184.85,75,360810,South Asia,512.32,4811,2,3,2,2,2,3,3,4
UK,2019,Malware,Government,Hacker Group,Social Engineering,Encryption,84.72,75,281303,Northern Europe,301.17,3751,1,3,2,2,2,1,2,2
UK,2019,Malware,Education,Nation-state,Unpatched Software,AI-based Detection,91.79,75,288277,Northern Europe,318.41,3844,1,3,2,2,2,2,2,2
UK,2023,Ransomware,Banking,Nation-state,Social Engineering,Encryption,211.94,75,511825,Northern Europe,414.09,6824,2,3,3,3,2,1,2,2
UK,2021,Ransomware,Government,Nation-state,Social Engineering,AI-based Detection,221.44,75,438348,Northern Europe,505.17,5845,2,3,2,2,2,1,2,2
Germany,2019,Ransomware,Government,Insider,Unpatched Software,AI-based Detection,91.15,75,227318,Western Europe,400.98,3031,1,3,2,2,2,2,2,2
Russia,2015,Ransomware,IT,Insider,Zero-day,Encryption,63.99,75,212384,Eastern Europe,301.29,2832,1,3,1,2,2,3,3,5
UK,2017,Malware,Government,Hacker Group,Social Engineering,Firewall,95.81,75,255041,Northern Europe,375.67,3401,1,3,2,2,2,1,2,2
UK,2021,Ransomware,Banking,Nation-state,Weak Passwords,VPN,383.19,75,642858,Northern Europe,596.07,8571,3,3,3,3,2,1,2,2
France,2015,Malware,IT,Hacker Group,Weak Passwords,Antivirus,133.03,75,253381,Western Europe,525.02,3378,2,3,2,2,2,1,2,2
China,2016,DDoS,Healthcare,Nation-state,Weak Passwords,Encryption,163.49,75,442794,East Asia,369.22,5904,2,3,2,2,2,1,2,4
Brazil,2020,DDoS,Government,Hacker Group,Zero-day,Encryption,114.59,75,257319,South America,445.32,3431,1,3,2,2,2,3,3,3
Japan,2022,Ransomware,Retail,Insider,Weak Passwords,Encryption,60.92,75,173731,East Asia,350.66,2316,1,3,1,2,2,1,2,2
Russia,2019,DDoS,Education,Nation-state,Social Engineering,Antivirus,71.97,75,282424,Eastern Europe,254.83,3766,1,3,2,2,2,1,2,5
Brazil,2024,Ransomware,Retail,Hacker Group,Social Engineering,Encryption,100.69,75,261250,South America,385.42,3483,1,3,2,2,2,1,2,3
USA,2023,Malware,Banking,Nation-state,Weak Passwords,Antivirus,124.63,76,597508,Northern America,208.58,7862,1,3,3,2,2,1,2,3
Brazil,2017,Ransomware,Healthcare,Nation-state,Zero-day,Encryption,266.71,76,299993,South America,889.05,3947,3,3,2,3,2,3,3,3
Russia,2018,Ransomware,Education,Hacker Group,Unpatched Software,Antivirus,75.46,76,224662,Eastern Europe,335.88,2956,1,3,1,2,2,2,2,5
Japan,2021,Ransomware,Healthcare,Nation-state,Weak Passwords,Encryption,207.31,76,258343,East Asia,802.46,3399,2,3,2,2,2,1,2,2
Russia,2021,Ransomware,Education,Nation-state,Weak Passwords,Antivirus,104.06,76,309478,Eastern Europe,336.24,4072,1,3,2,2,2,1,2,5
UK,2016,DDoS,Banking,Nation-state,Social Engineering,Firewall,232.41,76,292414,Northern Europe,794.8,3848,2,3,2,2,2,1,2,2
France,2019,Malware,Healthcare,Hacker Group,Social Engineering,Antivirus,172.14,76,332432,Western Europe,517.82,4374,2,3,2,2,2,1,2,2
Brazil,2022,DDoS,Telecommunications,Hacker Group,Unpatched Software,Firewall,138.64,76,330087,South America,420.01,4343,2,3,2,2,2,2,2,3
Germany,2021,DDoS,Banking,Nation-state,Zero-day,Encryption,234.4,76,355837,Western Europe,658.73,4682,2,3,2,2,2,3,3,2
Brazil,2016,DDoS,Healthcare,Nation-state,Zero-day,Firewall,138.66,76,243146,South America,570.27,3199,2,3,2,2,2,3,3,3
UK,2020,Ransomware,IT,Hacker Group,Unpatched Software,Encryption,138.89,76,396883,Northern Europe,349.95,5222,2,3,2,2,2,2,2,2
India,2016,Ransomware,Retail,Insider,Zero-day,Firewall,58.7,76,146575,South Asia,400.48,1929,1,3,1,2,2,3,3,4
Brazil,2022,Malware,Telecommunications,Nation-state,Weak Passwords,Antivirus,179.24,76,371044,South America,483.07,4882,2,3,2,2,2,1,2,3
China,2019,Man-in-the-Middle,IT,Nation-state,Unpatched Software,AI-based Detection,77.08,77,345866,East Asia,222.86,4492,1,3,2,2,3,2,3,4
India,2021,Ransomware,Banking,Nation-state,Zero-day,VPN,211.43,77,345416,South Asia,612.1,4486,2,3,2,2,2,3,3,4
Japan,2020,Malware,IT,Hacker Group,Zero-day,Encryption,66.44,77,285961,East Asia,232.34,3714,1,3,2,2,2,3,3,2
Japan,2016,Ransomware,Healthcare,Nation-state,Social Engineering,Firewall,372.6,77,298103,East Asia,1249.9,3871,3,3,2,3,2,1,2,2
Russia,2024,Ransomware,Government,Hacker Group,Unpatched Software,VPN,86.83,77,350102,Eastern Europe,248.01,4547,1,3,2,2,2,2,2,5
Australia,2016,DDoS,Education,Nation-state,Unpatched Software,Encryption,117.04,77,130964,Oceania,893.68,1701,1,3,1,2,2,2,2,1
Germany,2018,DDoS,Telecommunications,Hacker Group,Zero-day,AI-based Detection,111.18,77,213378,Western Europe,521.05,2771,1,3,1,2,2,3,3,2
USA,2020,Ransomware,IT,Nation-state,Zero-day,VPN,157.77,77,501362,Northern America,314.68,6511,2,3,3,3,2,3,3,3
China,2023,Ransomware,IT,Nation-state,Weak Passwords,Encryption,197.82,77,451715,East Asia,437.93,5866,2,3,2,2,2,1,2,4
Germany,2022,DDoS,Retail,Nation-state,Unpatched Software,AI-based Detection,109.85,77,258236,Western Europe,425.39,3354,1,3,2,2,2,2,2,2
Japan,2018,DDoS,Telecommunications,Nation-state,Weak Passwords,Antivirus,80.82,77,192172,East Asia,420.56,2496,1,3,1,2,2,1,2,2
Australia,2020,Malware,Banking,Hacker Group,Zero-day,AI-based Detection,151.99,77,335815,Oceania,452.6,4361,2,3,2,2,2,3,3,1
France,2021,DDoS,Healthcare,Nation-state,Unpatched Software,AI-based Detection,170.55,77,238649,Western Europe,714.65,3099,2,3,2,2,2,2,2,2
Brazil,2023,Ransomware,Telecommunications,Hacker Group,Weak Passwords,VPN,133.14,77,280199,South America,475.16,3639,2,3,2,2,2,1,2,3
France,2021,Ransomware,Government,Insider,Unpatched Software,Firewall,80.02,77,246330,Western Europe,324.85,3199,1,3,2,2,2,2,2,2
UK,2016,Malware,Telecommunications,Nation-state,Social Engineering,Antivirus,84.03,77,249929,Northern Europe,336.22,3246,1,3,2,2,2,1,2,2
China,2018,Ransomware,Retail,Hacker Group,Social Engineering,Antivirus,95.39,77,246459,East Asia,387.04,3201,1,3,2,2,2,1,2,4
Brazil,2017,Malware,Telecommunications,Hacker Group,Zero-day,Firewall,96.79,77,221963,South America,436.06,2883,1,3,1,2,2,3,3,3
Australia,2024,DDoS,Healthcare,Hacker Group,Weak Passwords,Encryption,162.62,78,262446,Oceania,619.63,3365,2,3,2,2,2,1,2,1
China,2020,DDoS,Education,Hacker Group,Unpatched Software,Antivirus,56.48,78,364494,East Asia,154.95,4673,1,3,2,2,2,2,2,4
India,2017,DDoS,Education,Hacker Group,Zero-day,AI-based Detection,78.84,78,241560,South Asia,326.38,3097,1,3,2,2,2,3,3,4
France,2017,DDoS,Government,Nation-state,Unpatched Software,VPN,76.68,78,123965,Western Europe,618.56,1589,1,3,1,2,2,2,2,2
France,2021,Malware,IT,Nation-state,Social Engineering,Antivirus,59.31,78,290783,Western Europe,203.97,3728,1,3,2,2,2,1,2,2
China,2024,DDoS,Healthcare,Hacker Group,Zero-day,Encryption,143.44,78,615068,East Asia,233.21,7885,2,3,3,3,2,3,3,4
UK,2023,DDoS,IT,Nation-state,Zero-day,AI-based Detection,90.05,78,296168,Northern Europe,304.05,3797,1,3,2,2,2,3,3,2
Australia,2022,DDoS,Telecommunications,Nation-state,Zero-day,VPN,188.72,78,249320,Oceania,756.94,3196,2,3,2,2,2,3,3,1
India,2015,Malware,Education,Nation-state,Social Engineering,VPN,75.84,78,208693,South Asia,363.4,2676,1,3,1,2,2,1,2,4
USA,2015,DDoS,IT,Hacker Group,Weak Passwords,Encryption,122.98,78,273602,Northern America,449.49,3508,1,3,2,2,2,1,2,3
Brazil,2022,DDoS,Retail,Nation-state,Social Engineering,AI-based Detection,88.03,78,279701,South America,314.73,3586,1,3,2,2,2,1,2,3
Japan,2021,Ransomware,Government,Hacker Group,Weak Passwords,Firewall,208.33,78,241157,East Asia,863.88,3092,2,3,2,2,2,1,2,2
Russia,2020,DDoS,Healthcare,Nation-state,Weak Passwords,VPN,230.18,78,524076,Eastern Europe,439.21,6719,2,3,3,3,2,1,2,5
Brazil,2016,DDoS,Telecommunications,Nation-state,Zero-day,Encryption,136.31,78,233468,South America,583.85,2993,2,3,2,2,2,3,3,3
India,2018,DDoS,Banking,Hacker Group,Unpatched Software,AI-based Detection,190.75,78,416244,South Asia,458.26,5336,2,3,2,2,2,2,2,4
USA,2019,Ransomware,Banking,Hacker Group,Zero-day,VPN,108.26,78,413513,Northern America,261.81,5301,1,3,2,2,2,3,3,3
France,2016,DDoS,Banking,Nation-state,Zero-day,VPN,261.4,79,243343,Western Europe,1074.2,3080,3,3,2,3,2,3,3,2
UK,2021,Ransomware,Telecommunications,Nation-state,Social Engineering,AI-based Detection,164.86,79,410075,Northern Europe,402.02,5191,2,3,2,2,2,1,2,2
China,2022,DDoS,Education,Nation-state,Social Engineering,Firewall,88.76,79,455358,East Asia,194.92,5764,1,3,3,2,2,1,2,4
India,2015,Malware,Banking,Hacker Group,Unpatched Software,Firewall,126.71,79,305036,South Asia,415.39,3861,1,3,2,2,2,2,2,4
Russia,2015,DDoS,Healthcare,Nation-state,Weak Passwords,Firewall,206.72,79,391222,Eastern Europe,528.4,4952,2,3,2,2,2,1,2,5
Australia,2021,Malware,Banking,Nation-state,Weak Passwords,AI-based Detection,171.26,79,370117,Oceania,462.72,4685,2,3,2,2,2,1,2,1
India,2023,Ransomware,Banking,Hacker Group,Unpatched Software,AI-based Detection,216.45,79,377993,South Asia,572.63,4785,2,3,2,2,2,2,2,4
USA,2019,Ransomware,Telecommunications,Insider,Unpatched Software,VPN,129.58,79,412914,Northern America,313.82,5227,2,3,2,2,2,2,2,3
China,2016,DDoS,Telecommunications,Nation-state,Weak Passwords,Encryption,222.42,79,509201,East Asia,436.8,6446,2,3,3,3,2,1,2,4
Germany,2015,DDoS,Retail,Nation-state,Social Engineering,Encryption,70.45,79,138627,Western Europe,508.2,1755,1,3,1,2,2,1,2,2
India,2023,Ransomware,IT,Insider,Zero-day,AI-based Detection,131.2,79,326482,South Asia,401.86,4133,2,3,2,2,2,3,3,4
USA,2019,Malware,Retail,Hacker Group,Social Engineering,Firewall,59.62,79,381136,Northern America,156.43,4825,1,3,2,2,2,1,2,3
UK,2023,DDoS,Government,Hacker Group,Unpatched Software,VPN,127.64,80,283776,Northern Europe,449.79,3547,1,3,2,2,2,2,2,2
France,2016,DDoS,Government,Nation-state,Weak Passwords,VPN,135.67,80,147647,Western Europe,918.88,1846,2,3,1,2,2,1,2,2
Australia,2020,Malware,Government,Nation-state,Zero-day,Antivirus,86.01,80,244314,Oceania,352.05,3054,1,3,2,2,2,3,3,1
Australia,2015,DDoS,Education,Nation-state,Weak Passwords,Antivirus,93.16,80,108810,Oceania,856.17,1360,1,3,1,2,2,1,2,1
UK,2016,DDoS,Telecommunications,Hacker Group,Social Engineering,AI-based Detection,157.61,80,227025,Northern Europe,694.24,2838,2,3,2,2,2,1,2,2
India,2016,Ransomware,IT,Nation-state,Zero-day,Antivirus,180.88,80,267790,South Asia,675.45,3347,2,3,2,2,2,3,3,4
Brazil,2018,Ransomware,Education,Nation-state,Zero-day,Firewall,62.99,80,150204,South America,419.36,1878,1,3,1,2,2,3,3,3
Japan,2023,Ransomware,Education,Hacker Group,Social Engineering,AI-based Detection,89.9,80,197735,East Asia,454.65,2472,1,3,1,2,2,1,2,2
Brazil,2018,Malware,Banking,Nation-state,Unpatched Software,Antivirus,99.68,80,262885,South America,379.18,3286,1,3,2,2,2,2,2,3
India,2020,Ransomware,Government,Hacker Group,Weak Passwords,Encryption,128.18,80,244474,South Asia,524.31,3056,2,3,2,2,2,1,2,4
UK,2018,DDoS,Retail,Hacker Group,Weak Passwords,Firewall,79.6,80,191562,Northern Europe,415.53,2395,1,3,1,2,2,1,2,2
Russia,2019,Ransomware,IT,Insider,Social Engineering,Encryption,138.7,80,367784,Eastern Europe,377.12,4597,2,3,2,2,2,1,2,5
Japan,2022,DDoS,Healthcare,Nation-state,Weak Passwords,VPN,213.66,80,350284,East Asia,609.96,4379,2,3,2,2,2,1,2,2
